1;100
3;90
5;76
7;83
9;84
11;85
13;80
15;73
17;71
19;70
21;74
23;66
25;74
27;75
29;64
31;58
33;58
35;58
37;53
39;61
41;60
43;57
45;54
47;55
49;51
