1;100.000000
3;92.000000
5;86.000000
7;70.000000
9;72.000000
11;60.000000
13;56.000000
15;54.000000
17;34.000000
19;28.000000
21;32.000000
23;22.000000
25;18.000000
27;20.000000
29;24.000000
31;22.000000
33;14.000000
35;18.000000
37;14.000000
39;6.000000
41;6.000000
43;2.000000
45;6.000000
47;4.000000
49;4.000000
